Artist Name;Track Name;Popularity;danceability;energy;key;loudness;mode;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_in min/ms;time_signature;Class
Jo Dee Messina;My Give A Damn's Busted;510;665;874;20;-4082;1;308;143;0,00105;251;766;10398;3316;4;4
Ki Oni;A Single Heron Takes Flight;310;272;251;110;-1673;0;498;976;897;111;292;86118;4020000;3;6
YG;Toot It Up;;6;672;20;-8479;1;359;115;;338;614;132952;2062490;5;5
Robin Trower;The Fool and Me - 2007 Remaster;350;409;766;90;-8028;0;565;144;361;269;783;122692;2357200;4;2
Protest The Hero;Blindfolds Aside;390;243;69;60;-10783;1;497;521;833;125;114;151665;3588130;4;10
Convictions;Teeth;400;335;931;90;-4488;1;188;112;136;315;206;84024;1286770;4;8
Momma;Biohazard;400;565;769;60;-7863;0;594;135;794;171;464;124069;1459200;4;6
Washed Out;Too Late;590;43;874;80;-5054;0;543;127;418;126;576;195891;2524090;4;6
Erol Alkan;Waves;400;34;533;110;-12554;0;34;939;852;156;121;128918;2585460;4;6
Blue Cheer;Summertime Blues;440;456;514;70;-9733;0;53;462;37;268;657;138377;2269070;4;10
Lindemann;Skills in Pills;510;391;94;110;-486;0;795;645;548;17;116;170014;2556800;4;8
Alien Weaponry;Holding My Breath;410;474;94;70;-6429;1;141;156;899;667;456;174953;2743110;4;8
Molassess;Through the Hollow;270;199;807;60;-9125;0;502;192;122;531;577;158507;6654510;4;10
Dierks Bentley;Come A Little Closer;540;579;57;50;-5869;1;227;644;636;105;368;80028;469955;4;4
Fu Manchu;Intelligent Worship;370;381;897;20;-5784;1;924;328;288;592;554;146056;1870530;3;10
Aerosmith;Dream On;780;307;433;10;-10057;1;29;388;0,00908;332;224;1609;2669600;4;8
El Invento;José González;500;5;37;90;-11581;1;376;949;761;104;37;78785;2556883333;4;0
Mazare;Berserker;480;221;809;100;-2879;1;665;218;0,00427;138;945;118021;2658750;5;10
Westside Gunn;The Hurt Business;420;528;816;70;-6841;1;265;464;;146;773;16597;2368370;4;5
Teapacks;?ë?ß?®?ï?ë ?™?î?ô?î ?ú?ô ?î?ï?§?¢?î;310;637;769;90;-5697;0;314;69;;504;797;103975;2095960;4;10
Love and Rockets;No Big Deal - (Single Edit);350;614;764;90;-8156;1;31;0,00243;545;622;8;120317;2351730;4;10
John Mayall & The Bluesbreakers;All Your Love - Stereo Album Version;10;359;561;20;-7713;0;313;344;106;275;846;121601;2136530;4;2
Gang Starr;Discipline;500;729;749;60;-5543;1;265;114;;18;852;92971;2570670;4;5
Martina McBride;Concrete Angel;530;622;392;10;-9737;1;253;498;;146;274;77991;4216666667;4;4
Tor;Inkeri;420;659;73;110;-1074;0;368;889;857;355;795;99987;2029920;4;1
bennytheghost;Papercut;540;602;516;20;-7575;0;533;521;0,000169;214;337;140057;1934480;4;10
Dardust;R?ºckenfigur;430;627;468;70;-10916;0;291;522;927;326;13;95002;2780080;4;1
Axum;Hakshivu Na;160;824;905;70;-4861;1;133;302;;289;921;116026;1737870;4;5
System Of A Down;Chop Suey!;800;417;934;70;-3908;0;119;278;15;132;287;127066;2102400;4;9
Emily Burns;Is It Just Me?;500;574;345;40;-7868;1;761;674;;875;403;137665;2131070;4;9
alt-J;Left Hand Free;670;698;875;30;-445;1;482;456;157;826;811;101989;1736310;4;6
The Feeling;Never Be Lonely;470;496;837;50;-3682;1;332;612;;267;704;169995;2115330;4;10
Beck;Dear Life;490;511;672;10;-544;1;279;26;688;254;553;165997;2242370;4;10
FCG Heem;Beef (feat. Pooh Shiesty);460;701;54;10;-743;0;201;55;;108;683;84967;2258790;4;5
Beyond The Black;Human;400;446;798;;-7089;1;365;147;;102;642;76003;3092670;4;8
Arik Einstein;?î?ô?û?ô?ù ?î?ê?®?ï?õ?ô?ù ?î?¢?¶?ï?ë?ô?ù;310;462;388;20;-13023;0;375;336;0,00515;103;606;96479;2130000;4;10
The Cranberries;I Still Do;480;428;436;40;-11754;0;313;264;0,00402;11;159;117649;1961070;4;10
Prides;Are You Ready? - Acoustic;370;557;321;;-13467;0;375;653;;842;434;74804;2700540;4;9
Olive Amun;Blues;560;694;576;110;-7064;1;275;501;0,000235;264;445;117997;1501270;4;1
The Pretty Reckless;You;520;197;546;60;-733;1;274;185;71;116;267;82716;2126270;4;10
T-Bone Walker;Mean Old World;500;73;235;;-15276;1;355;527;112;663;624;87226;2473730;4;2
Greeley Estates;Blue Morning;340;197;96;70;-4482;1;145;184;198;191;933;177166;2550130;4;10
Bishop Briggs;Dream - Acoustic;430;447;278;90;-6678;0;475;748;;103;352;75024;1986930;4;9
Gabriel Balachsan;?í?ù ?õ?©?¢?ô?†?ô?ô ?§?ß?ï?ó?ï?™;170;417;26;;-10537;1;322;915;151;111;987;132318;2971070;3;6
The Japanese House;Lilo;500;557;558;70;-8797;1;463;471;;957;22;119787;2500670;4;6
ISLAND;The Day I Die;430;643;542;60;-611;0;291;363;183;553;64;132164;2029600;4;10
Keith Anderson;Pickin' Wildflowers;630;561;716;80;-3341;1;291;353;;122;667;152089;3098666667;4;4
Vide;Parachute;510;496;413;10;-9671;1;751;556;;125;192;87592;1248030;4;9
Joe Bonamassa;Drive - Live;340;612;829;40;-10027;0;356;55;415;913;662;125821;3789730;4;2
Mahendra Kapoor;Yeh Pyari Tumhari Aankhen;40;388;282;30;-137;1;182;951;8;137;582;74501;2971566667;3;3
The Big Moon;Formidable;110;401;65;;-5204;1;37;447;0,000256;105;385;144802;1758000;4;1
Josh Ritter;Miles Away;510;556;592;30;-7121;1;393;185;324;109;196;138041;2320000;4;9
The Marcus King Band;Boone;380;357;757;70;-7487;0;41;843;435;262;488;169981;3295440;4;10
Avtipus;?û?ô ?ê?û?® ?ú?û?ô;120;462;855;20;-7227;1;344;315;504;334;762;145659;2439470;4;10
Olive Amun;Bad Dreams;350;721;685;;-8776;1;93;187;0,00306;106;669;134045;1756900;4;10
Santa Cruz;Crossfire;400;405;963;60;-2115;0;133;911;476;188;403;175068;2430000;4;8
Matti Caspi;?î?†?î ?î?†?î;350;544;691;50;-8654;0;765;564;0,000972;151;411;94808;3280530;4;10
Yusuf / Cat Stevens;The Wind;640;758;187;20;-18963;1;437;927;1;122;78;11575;170333333;4;0
Metric;Synthetica;390;373;862;;-3988;1;383;0,00478;486;109;21;158932;2347070;4;6
Born Of Osiris;Empires Erased;410;294;96;;-3374;0;918;0,00305;364;34;538;109989;2055300;4;8
Ginger Jamie;Goodbye to Love;410;428;257;110;-10805;1;535;829;;986;267;174773;2043070;4;9
Olivia's World;Hellbent;210;629;781;90;-10932;0;458;297;657;1;467;134867;2085650;4;10
BRS Kash;Feel Better (feat. Toosii);510;863;583;10;-9282;1;248;226;;654;416;112018;1565100;5;5
One String Sam;I Need A Hundred Dollars;70;688;226;80;-13052;1;114;974;867;158;638;76927;1811070;4;2
Abby Sage;Smoke Break;300;573;452;110;-6642;1;312;196;0,000564;124;149;76014;2073530;4;6
The Wallflowers;One Headlight;710;701;539;20;-8968;1;277;655;5;589;752;107531;3126270;4;10
Niall Horan;Slow Hands;760;735;425;;-6648;1;464;11;;55;848;85896;1881740;4;9
Neil Young;Vacancy;290;509;623;70;-12032;1;273;129;286;977;808;163172;2389570;4;10
Taylor Swift;willow;810;392;574;70;-9195;1;17;833;179;145;529;81112;2147070;4;9
Vampire Weekend;A-Punk;700;551;819;20;-4489;1;525;103;437;153;846;174917;1377600;4;1
Royal Tusk;Curse the Weather;470;311;884;110;-4313;1;703;133;265;124;364;131733;2235600;4;1
The Heavy Eyes;God Damn Wolf Man;380;383;892;90;-5613;0;758;643;767;409;75;82979;1697810;4;10
The Cult;Lil' Devil;490;567;863;70;-8155;1;328;277;468;346;492;130004;1660400;4;10
Arlo Parks;Too Good;610;718;772;50;-5155;0;529;298;;337;843;95917;2210000;4;6
my bloody valentine;Feed Me with Your Kiss;360;921;953;20;-5084;0;949;0,000106;942;13;201;164765;2349330;4;10
Altin G?ºn;Leyla;430;462;753;10;-9086;1;343;136;695;151;858;9644;1977540;4;1
Bad Bunny;D?ÅKITI;890;731;573;40;-10059;0;544;401;0,00522;113;145;109928;2050900;4;9
Yehudit Ravitz;?ï?ô?ì?ï?ô;210;407;197;90;-12756;0;412;825;;909;422;69032;2452270;4;10
El Cruce;Trato de hacer blues;150;429;593;90;-5342;1;31;14;208;151;279;100644;3494430;3;2
Kishore Kumar;Thodisi Jo Pee Lee Hai;350;479;346;70;-1137;1;737;329;;102;405;11531;6852666667;4;3
Moshe Peretz;?ï?ê?ï?ú?ô;230;495;471;110;-5998;0;279;485;;938;186;130098;2461330;4;9
Long Distance Calling;Hazard;340;287;77;20;-7477;1;546;483;445;519;293;71072;3689730;4;10
Rush;2112: Overture / The Temples Of Syrinx / Discovery / Presentation / Oracle / Soliloquy / Grand Finale - Medley;520;344;79;20;-7456;1;983;823;17;187;202;133186;12336670;4;10
Miley Cyrus;Slide Away;740;53;538;50;-6672;1;335;17;0,000283;248;288;148051;2336540;4;9
Rhys Lewis;Under The Sun - Acoustic;440;907;333;40;-11178;1;79;896;;332;615;105896;1909600;4;9
Santana;Waiting - Live at The Woodstock Music & Art Fair, August 16, 1969;350;338;598;;-13432;1;101;765;839;459;678;91594;2844270;3;10
Gwar;Saddam A GoGo;410;543;851;60;-8604;1;88;605;0,00087;498;486;122155;1502270;4;8
Matt Maltese;Mystery;;609;339;20;-8745;1;252;862;142;189;229;78481;2234670;4;6
lentra;upside down;410;428;516;90;-8296;0;391;695;185;108;42;175692;1229250;4;6
Maren Morris;The Bones;750;561;597;110;-60;0;405;286;;979;355;76826;1972990;4;9
With Confidence;Cult;500;556;697;70;-5959;1;407;128;0,00115;531;165;106071;1937940;4;9
?ó?†?ü ?ë?ü ?ê?®?ô;?î?ó?ô?ô?ù ?©?ú?†?ï ?™?ï?™?ô?ù - Vazan & Nir & Moshe Remix - Mix Of Twenty Six;300;631;932;70;-3834;1;1;52;0,00176;535;44;128024;2939940;4;9
In Flames;Deliver Us;510;503;968;100;-2665;0;57;0,00258;35;962;379;110022;2106460;4;8
Red Fang;Wires;510;172;904;110;-4831;1;586;0,00537;229;267;302;135149;3433070;4;8
Mohammed Rafi;Kahin Na Kahin Dil Lagana Padega;110;68;487;80;-9761;1;471;753;;263;939;111698;4942666667;4;3
Sebastian Hardie;Openings;310;279;607;20;-9079;0;366;131;33;576;429;135096;7875470;4;10
TOTO;Hold the Line;770;473;898;60;-4797;0;561;783;618;173;808;96556;2355470;4;10
Fall Out Boy;I Don't Care;600;55;938;110;-3556;0;522;171;0,00218;555;433;13399;2144930;4;10
The Kills;Future Starts Slow;550;677;743;60;-5876;1;611;135;222;581;469;127971;2482000;4;10
Syrup;Sunlit Days;460;747;351;60;-11993;1;53;507;0,000246;125;378;86928;2182400;4;5
Liron Amram;?ú?û?î ?ê?™ ?©?ï?™?ß?™;170;576;797;20;-6846;1;283;363;19;132;698;146016;2282500;4;6
The Mar??as;I Don't Know You;660;884;333;90;-9753;0;617;293;205;103;587;118065;2094500;4;6
Briston Maroney;It's Still Cool If You Don't;560;597;655;90;-6188;1;299;473;0,00515;607;36;12106;2374130;4;10
Justin Morgan;Angel;520;664;302;60;-11694;1;499;694;;139;592;146089;2193780;4;9
Cohen@Mushon;Hype;210;634;942;70;-1765;1;387;291;;463;739;91069;2156250;4;5
I Don't Speak French;Untie Your Feelings;210;815;647;70;-4879;0;396;307;;842;79;17009;1556470;4;9
Samir Shukri;?®?ï?†?î;320;691;514;40;-15287;0;522;4;0,000116;368;837;95515;2679330;4;9
anything;Adrianne Lenker;;388;291;30;-12952;1;421;774;0,00193;874;51;83943;336745;4;0
The Cure;Close To Me;680;724;523;110;-11139;1;116;745;703;811;965;185075;2032670;4;6
Flatland Cavalry;Some Things Never Change;510;517;691;20;-6266;1;406;732;0,00014;315;535;88996;2006730;4;1
Robert Cray;Promises You Can't Keep;320;52;459;30;-5629;1;292;316;103;76;407;154109;3559070;3;2
The Faint;I Disappear;450;627;86;20;-7646;1;443;207;329;108;677;138086;2471730;4;1
The Sonics;Have Love Will Travel;580;506;948;100;-5626;1;105;727;;904;934;130195;1604000;4;1
blessthefall;Dream On;370;355;69;40;-5827;0;437;815;0,00182;189;106;152022;2924270;4;8
Shlomo Artzi;?™?™?ê?®?ï ?ú?õ?ù;500;537;636;100;-6384;1;331;774;;156;55;91003;2273330;4;10
Erinrad Viker Sinfonietta;Appel et Réponse;420;151;197;;-16215;0;424;607;152;126;326;136523;253875;3;7
Ocean Colour Scene;The Day We Caught The Train;580;516;651;20;-776;1;386;537;;256;483;88628;1860670;4;1
Guns N' Roses;Patience;670;457;266;60;-14465;1;313;711;261;124;372;120459;3544000;4;8
Lola Marsh;?î?ô?ï ?ú?ô?ú?ï?™;290;486;466;50;-9463;0;268;568;471;121;323;7543;2641960;4;9
Willie Walker;What's It Take?;90;686;493;20;-6541;1;325;529;0,00138;13;637;103556;2498930;4;2
Backstreet Boys;In a World Like This;260;605;858;70;-3982;1;303;688;;344;555;125048;3670283333;4;9
Heathen;Dying Season - Remastered;290;313;969;90;-7556;1;146;0,000156;375;115;188;177037;3408400;4;8
Ryskinder;Oi;170;699;545;10;-10316;1;175;165;716;906;703;88744;2733500;4;6
Keith Whitley;When You Say Nothing at All;530;673;346;30;-12803;1;245;721;0,000448;475;396;80012;3708216667;4;4
The Beaches;Want What You Got;460;774;714;;-5009;0;427;388;466;45;811;111964;2680530;4;10
Bauhaus;Bela Lugosi's Dead (Official Version);540;593;691;110;-9442;0;113;133;68;691;532;153486;5767030;4;6
Maor Edri;?†?ô?¶?ó?™ ?†?©?û?î;360;66;682;10;-6002;0;404;474;;177;719;136143;1827600;4;9
Tom Robinson Band;2-4-6-8 Motorway;530;672;706;90;-5551;1;779;578;0,00743;595;658;124782;1979330;4;6
The Graham Bond Organisation;Harmonica;370;583;94;20;-10566;1;928;633;0,000326;342;662;130221;1698510;4;2
Pain;Shut Your Mouth;580;562;912;20;-4461;1;383;32;;115;55;120021;1929870;4;8
Skeets McDonald;You Oughta See Grandma Rock;220;463;867;90;-7458;1;678;487;;841;869;90026;1234400;4;10
Wayne Hancock;Flat Land Boogie;310;605;514;20;-14208;1;535;147;378;79;781;98797;2095730;4;10
Biffy Clyro;Machines;450;644;337;70;-10906;1;295;606;169;301;31;108041;2360800;4;10
Tuna;?ê?†?®?í?ô?î;350;574;633;20;-7469;1;1;43;;12;793;86731;1932860;4;5
Eric Church;Bunch Of Nothing;600;513;889;30;-4924;1;599;457;366;217;791;171917;2094130;4;1
Moonlight Haze;The Rabbit of the Moon;340;458;966;70;-652;1;622;112;0,000166;348;609;74995;2316130;4;8
Kishore Kumar;Manzilen Apni Jagah Hai;260;263;429;10;-8279;1;329;962;203;168;294;150104;5876583333;3;3
Brian World;Sitar Fusion;120;583;405;90;-974;0;267;495;106;782;323;76078;410645;4;0
Pineapple Express;Relentless;190;313;913;10;-5227;0;201;663;0,00328;457;466;180133;430435;4;0
Me And That Man;My Church Is Black;400;38;843;40;-2939;0;346;279;519;113;306;106149;1789870;4;10
–î–?–?—Ç–µ —Ç–?–?–? (!);–í—ã;440;374;946;70;-2672;0;904;178;0,00388;248;505;180149;1682000;4;6
Liquid Tension Experiment;Paradigm Shift;430;295;914;70;-3411;1;526;326;881;399;654;13744;5353600;4;8
Franc Moody;Tired of Waiting;500;776;844;100;-7092;0;438;395;164;963;938;124988;2646960;4;6
Edwyn Collins;A Girl Like You;640;619;781;50;-7455;0;393;243;286;402;533;126267;2365830;4;1
Frisco;Frisco's Pattern;340;744;612;110;-10158;1;362;157;;199;701;138296;573910;4;5
Fall Out Boy;Fourth Of July;590;481;974;40;-3388;0;136;139;998;406;516;79964;2243600;4;10
Anuradha Paudwal, Kumar Sanu;Pehli Baarish Main Aur Tu;240;495;671;80;-958;0;423;72;;106;757;82005;487155;4;3
Siiickbrain;Power (feat. Pussy Riot);470;474;962;20;-4074;1;259;433;0,00023;782;45;165097;1760000;3;10
Eyal Golan;?ú?ß?†?ï?™ ?ú?ö ?ô?î?ú?ï?ù;380;671;746;60;-5729;0;259;239;;337;697;104035;2294930;4;9
The Smashing Pumpkins;Spaceboy - Remastered;420;363;32;;-11539;1;384;136;582;105;207;121428;2673070;4;10
BLAB;Casual Sex;260;709;685;20;-7573;1;281;355;268;389;7;129987;1945670;4;10
IDK;King Alfred;450;836;573;10;-6526;0;231;202;;849;399;14593;1574730;4;5
Rude Kid;Bloody Hell;120;652;764;40;-5177;0;337;0,00199;364;13;479;140044;2108620;4;5
Javi That's Me;CHERRY BLOSSOMS;370;595;767;50;-13412;0;678;109;212;505;774;108047;1490290;4;6
Built To Spill;Carry the Zero;570;264;812;40;-5651;1;31;0,00135;108;962;458;94095;3438930;4;6
Richie Havens;Here Comes The Sun;560;698;643;20;-16985;1;649;803;799;704;714;12822;423333333;4;0
Townes Van Zandt;Lungs;500;544;34;20;-13947;1;411;785;0,000389;734;556;97005;1541870;4;2
King Nun;Chinese Medicine;290;481;938;10;-3116;0;14;116;105;835;608;162971;1650140;4;1
Adia Victoria;Dead Eyes;280;28;635;90;-8271;1;56;685;121;107;375;193756;1418000;4;2
Dexter Gordon;Le Coiffeur;420;686;372;;-12663;1;356;78;0,00273;101;536;118562;704;4;7
Buddy Guy;Damn Right I've Got The Blues - Live;310;348;587;90;-1004;0;12;209;818;486;557;102043;4615330;4;2
Miri Mesika;?©?ô?® ?ú?©?ô?®?î;340;495;462;100;-668;1;26;176;;391;256;101901;3009330;3;9
Night Ranger;Sister Christian;640;448;35;50;-16239;1;393;147;0,000227;842;234;177279;3029330;4;10
Fitz and The Tantrums;The Walker;190;792;649;20;-455;1;45;663;;334;763;130019;2432890;4;9
maye;Yours;640;67;707;110;-9726;0;358;714;65;634;799;89008;2208870;4;1
Lifehouse;You And Me;760;459;427;70;-7734;1;267;114;;168;354;139902;1954930;3;10
Danheim;Reida;440;694;647;70;-12731;1;311;268;817;943;308;10999;2707500;4;8
Kishore Kumar, Asha Bhosle;Aaj Rapat Jaayen To;380;486;481;10;-9418;1;937;779;;838;674;104529;679955;4;3
Friedberg;Midi 8;280;733;944;60;-5059;0;64;17;855;97;718;104005;1430630;4;1
The Sound;Winning;470;426;721;10;-9391;0;309;0,00273;23;867;248;15113;2580800;4;1
Niladri Kumar, Talvin Singh;River;60;515;894;90;-6396;0;132;169;757;37;406;175942;5930383333;4;0
Sycco;Germs;450;656;763;60;-5946;0;845;102;0,000243;373;903;144952;2319720;4;6
Hemant Kumar;Hai Apna Dil To Aawara - Happy Version;360;604;469;60;-10606;1;571;572;994;59;934;110447;4363783333;4;3
Meadow Park;When I Fall In Love;550;424;103;30;-18281;1;417;937;861;114;135;10445;4832416667;4;7
Johnny Rodriguez;Pass Me By;380;661;4;70;-6499;1;245;678;;697;397;101025;2629116667;4;4
jxdn;So What!;670;598;662;40;-5797;1;48;301;167;812;531;174937;1412070;4;10
Lizz Wright;Singing In My Soul;340;579;678;10;-7031;1;834;134;0,00314;219;811;140793;2269330;4;2
Hailey Whitters;Glad To Be Here (feat. Brent Cobb);480;632;673;30;-6525;1;418;476;0,00269;107;623;8899;2735380;4;1
Aria Ohlsson;Love on the Weekend;540;672;431;10;-8164;0;106;556;;969;284;8299;1532530;4;9
Hariharan;Yeh Lamhe Yeh Pal;320;573;435;70;-14986;1;314;678;;465;745;127239;3557783333;4;3
Darius Rucker;Alright;700;601;806;70;-4579;1;345;527;;185;711;8987;3865333333;4;4
Asha Bhosle;Aage Bhi Jane Na Tu;250;506;276;30;-6934;1;278;98;418;807;539;76136;7417133333;4;3
Opeth;Heart in Hand;430;457;911;90;-6835;1;956;11;143;339;205;120016;5096000;4;8
Omer Adam;?ë?†?ô?™?ô ?¢?ú?ô?ô?ö;380;67;967;;-3313;0;495;172;;319;87;132023;2106000;4;9
JOELMY;Porque Te Vas;340;822;704;90;-6423;0;675;909;56;22;529;90049;1926670;4;9
Greyhaven;Echo and Dust Pt. I;430;261;992;60;-2653;1;32;101;71;679;204;138443;2553460;4;8
Tai Verdes;A-O-K;710;731;626;110;-6919;1;805;125;;183;862;82488;1736400;4;9
The Word Alive;Heartless;400;396;92;10;-4749;1;68;816;;229;243;174995;2400000;4;8
The Kinks;Apeman - 2014 Remastered Version;440;683;728;90;-892;1;259;568;0,00508;384;833;75311;2334000;4;10
Votum;Prey;270;569;893;20;-5708;1;623;61;757;861;254;13796;3304350;4;8
Son of Stone;Give my regards;230;193;951;100;-3282;0;173;102;;146;979;188204;1811880;4;8
Path of Destiny;The Division of a Spiral Synergy;;188;883;;-9815;0;594;0,000967;939;213;108;154966;3582670;4;8
Elkka;Euphoric Melodies;;796;825;100;-10017;0;807;316;902;109;887;128003;4011000;4;6
frown line;September;400;554;702;70;-5704;1;344;934;917;334;741;216091;1787500;4;1
Candye Kane;You Need Love;290;57;567;40;-7958;0;595;458;407;205;806;155153;2462930;4;2
Jack Kays;MY HEAD :(;530;942;439;;-8519;1;864;346;;107;231;125018;921600;4;9
Murcof;Dividing Space;200;599;219;;-16775;0;467;283;802;11;259;55361;2826800;4;6
Thousand Thoughts;Heads or Tails;310;419;917;80;-4822;1;676;761;;118;461;169989;2290470;4;8
Weezer;Pork And Beans;470;599;626;60;-6622;1;339;108;0,000088;158;708;119837;1894000;4;10
Britney Spears;Mood Ring (By Demand) - Pride Remix;440;612;818;110;-52;1;298;762;349;179;574;119985;3183633333;4;9
Tyler Terrance;Fernweh;500;548;988;90;-18816;1;714;994;94;112;231;147367;3546733333;4;7
The Rolling Stones;Miss You - Remastered;690;795;71;90;-4746;0;392;443;215;344;845;109689;2886670;4;10
Smash Into Pieces;Wake Up;550;648;931;10;-3299;0;562;14;0,00124;123;588;124996;2193630;4;10
Led Zeppelin;Since I've Been Loving You - Remaster;630;393;364;50;-10945;0;345;21;703;121;308;118566;4441480;3;2
Toumani Diabaté;Kaira;300;433;648;10;-20872;1;552;643;685;953;291;152817;8142216667;4;7
Faith No More;From out of Nowhere;;277;989;;-537;0;77;102;6;264;862;161178;2011330;4;10
Rachel Yaron;?û?ê?ó?ï?®?ô?†?ï;220;549;389;80;-9532;1;3;236;49;102;4;122011;2194830;4;10
John Mayer;Crossroads;490;894;507;70;-6945;1;564;221;661;642;916;114216;1493870;4;2
Shafqat Amanat Ali, Shafqat Ali Khan;Shafqat with Shafqat (Lakh Jatan / Khamaj);300;299;437;50;-9258;1;334;88;34;11;38;160084;735;4;0
24kGoldn;CITY OF ANGELS;780;686;541;;-4993;0;493;42;;675;724;120082;1124930;4;9
Blur;Tender;620;587;566;90;-9932;1;276;47;;644;529;76054;4619470;4;1
Robert Johnson;Come On In My Kitchen;420;556;643;100;-15305;0;175;927;0,000237;991;283;81673;1723070;4;2
Queensr?øche;Blood of the Levant;330;501;903;10;-4951;0;496;0,00608;418;153;402;128051;2072270;4;8
Buffalo Fuzz;Perfect Man;380;459;58;40;-97;1;353;872;203;124;185;128789;3253130;4;8
Green-House;Nocturnal Bloom;420;439;193;100;-20404;1;326;925;495;111;192;60053;2920000;4;6
Chip;Every Gyal (feat. Mavado);330;542;827;110;-4321;0;315;317;;397;667;106403;2518270;5;5
Masego;Mystery Lady (feat. Don Toliver);760;747;494;30;-7957;0;141;393;;982;624;76006;2284530;4;5
Grace Davies;Amsterdam;540;44;293;;-10607;1;439;799;132;784;209;135258;2087870;4;9
Mergui;?™?†?ô ?ú?ô ?®?í?¢;360;504;735;70;-4667;0;244;139;196;326;487;100039;1732460;4;9
Martha Hill;Grilled Cheese;340;748;596;20;-549;1;431;262;0,00265;592;449;130066;2030600;4;1
Tafia;Break The Bank feat. Meek Mill;460;784;453;100;-11458;0;351;159;;248;389;82018;1939020;4;5
